AFR1400,1461974400000,0.192317,40.838413,33000,0,362.5582014,260.2349714,0,0,7553698,LEBL,LEMD
KLM1707,1461974401000,0.275993,40.973511,31000,0,373.892105,263.2443246,0,0,7553702,LEBL,LEMD
NJE783G,1461974401000,1.734485,41.137936,29100,0,342.0977578,263.1669796,0,0,7553712,LEBL,LEMD
VLG103D,1461974401000,0.696653,41.054379,29000,0,371.8927968,261.4671982,0,0,7553706,LEBL,LEMD
IBE3123,1461974403000,-3.561041,40.782867,6700,100100000,213.4742501,181.2651922,0,0,7553669,LEBL,LEMD
AEA008,1461974404000,-2.520736,40.822426,16100,0,337.1076161,283.5528172,0,0,7553676,LEBL,LEMD
AUI5CD,1461974404000,-0.188538,40.91407,27000,0,358.9233544,254.767053,0,0,7553697,LEBL,LEMD
DLH1806,1461974404000,-2.324325,40.439991,21000,100000,322.3838879,273.2317036,0,0,7553680,LEBL,LEMD
