AFR1400,1461974619000,-0.293659,40.772156,33000,0,389.0759565,259.6991401,0,0,7553698,LEBL,LEMD
AEA008,1461974619000,-2.92436,40.84705,12700,0,311.2562886,266.8653782,0,0,7553676,LEBL,LEMD
DLH1806,1461974619000,-2.69136,40.598129,17700,0,327.7550529,301.9248428,0,0,7553680,LEBL,LEMD
KLM1707,1461974619000,-0.223917,40.926975,31000,0,382.5242008,262.745349,0,0,7553702,LEBL,LEMD
VLG103D,1461974620000,0.198173,40.995689,29000,0,370.6581145,260.8907502,0,0,7553706,LEBL,LEMD
NJE783G,1461974621000,1.213386,41.087822,31000,0,400.9719356,262.4896552,0,0,7553712,LEBL,LEMD
IBE3123,1461974623000,-3.559525,40.593872,3300,10000000,138.3820642,179.4835294,0,0,7553669,LEBL,LEMD
AUI5CD,1461974624000,-0.65971,40.816319,27000,0,360.6070628,254.4338818,0,0,7553697,LEBL,LEMD
